,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
5032,JAMMU & KASHMIR,1976,Percentage departure,-6.6,36.8,-10.9,-22.7,-39.8,-25.7,-40.5,47.3,-32.3,3.3,-31.3,-58.5
5035,JAMMU & KASHMIR,1977,Percentage departure,45.1,-81.4,-83.9,55.1,0.7,-12.0,0.9,-36.6,-27.2,6.2,-14.9,29.1
5038,JAMMU & KASHMIR,1978,Percentage departure,-51.5,-36.2,93.3,-35.3,-40.9,19.7,-5.5,-4.3,-19.3,-96.7,267.1,-98.6
5041,JAMMU & KASHMIR,1979,Percentage departure,-36.6,-14.0,74.2,-37.7,115.3,-19.5,-43.0,-36.0,-18.2,-77.6,268.3,-30.2
5044,JAMMU & KASHMIR,1980,Percentage departure,-18.7,50.0,4.3,-61.4,-10.1,66.6,-11.0,-62.1,-33.5,-17.7,93.8,0.8
5047,JAMMU & KASHMIR,1981,Percentage departure,41.2,14.7,73.3,-5.1,12.2,12.7,18.6,-50.2,-69.2,-55.0,53.2,-87.1
5050,JAMMU & KASHMIR,1982,Percentage departure,-11.2,21.5,69.6,37.4,53.2,-34.5,-50.8,-25.8,-61.7,88.9,128.9,69.5
5053,JAMMU & KASHMIR,1983,Percentage departure,14.8,-15.0,143.0,121.9,59.3,4.6,-15.4,22.6,32.5,16.8,-40.2,-62.5
5056,JAMMU & KASHMIR,1984,Percentage departure,-67.6,58.4,-31.0,36.9,-23.4,-1.5,-12.3,29.5,11.0,-94.0,85.8,24.0
5059,JAMMU & KASHMIR,1985,Percentage departure,-22.6,-79.3,-67.9,-23.7,56.5,-15.2,62.3,-14.6,-37.0,164.6,-43.2,217.1
5062,JAMMU & KASHMIR,1986,Percentage departure,-79.8,-3.1,79.2,74.8,6.0,-1.1,26.8,20.2,-57.6,33.9,571.9,181.6
5065,JAMMU & KASHMIR,1987,Percentage departure,-56.5,31.2,7.0,43.8,243.1,95.1,-60.5,-29.1,-45.8,261.3,-98.8,-72.0
5068,JAMMU & KASHMIR,1988,Percentage departure,-24.5,35.9,113.6,-50.0,-41.5,19.0,127.3,-8.6,255.2,-84.2,-71.3,65.3
5071,JAMMU & KASHMIR,1989,Percentage departure,-27.6,-31.7,2.2,22.4,103.5,7.7,61.4,-36.6,-54.7,18.5,107.7,18.4
5074,JAMMU & KASHMIR,1990,Percentage departure,6.4,80.6,136.2,5.1,-58.2,7.8,6.2,-26.3,33.1,13.7,-56.9,358.5
5077,JAMMU & KASHMIR,1991,Percentage departure,-31.1,89.2,34.3,148.9,36.8,17.8,-10.6,12.8,71.4,-68.9,-76.9,-10.9
5080,JAMMU & KASHMIR,1992,Percentage departure,56.5,-20.2,48.5,-7.3,62.0,-30.5,-7.3,68.9,160.9,-33.5,49.1,-51.3
5083,JAMMU & KASHMIR,1993,Percentage departure,11.0,8.1,77.7,-66.1,55.9,45.9,78.4,-65.0,-3.0,-61.2,122.5,-99.6
5086,JAMMU & KASHMIR,1994,Percentage departure,35.2,16.3,-37.3,45.8,45.3,68.2,89.3,81.6,2.0,-4.8,-88.8,316.5
5089,JAMMU & KASHMIR,1995,Percentage departure,-2.0,83.8,-1.4,33.3,8.9,-12.7,124.1,33.1,61.3,14.1,86.8,-12.4
5092,JAMMU & KASHMIR,1996,Percentage departure,23.2,1.2,62.8,-8.8,83.7,183.7,-25.3,143.7,-39.8,183.4,5.7,-66.8
5095,JAMMU & KASHMIR,1997,Percentage departure,-33.9,-51.4,25.1,54.2,30.5,26.6,-30.5,49.1,-13.2,127.4,245.2,4.5
5098,JAMMU & KASHMIR,1998,Percentage departure,-27.5,159.8,41.3,105.8,9.9,-7.6,-11.5,-27.7,12.7,44.8,-92.6,-100.0
5101,JAMMU & KASHMIR,1999,Percentage departure,77.3,-51.1,-30.2,-74.1,-30.3,-19.2,-26.5,-20.0,-2.3,-89.8,179.9,-99.7
5104,JAMMU & KASHMIR,2000,Percentage departure,54.2,-6.8,-31.1,-67.6,-25.2,48.8,6.4,-31.8,-15.8,-95.8,-14.0,-32.6
5107,JAMMU & KASHMIR,2001,Percentage departure,-83.2,-52.5,-37.7,-1.0,1.9,89.8,34.0,-30.1,-37.9,-62.8,111.3,-53.5
5110,JAMMU & KASHMIR,2002,Percentage departure,-43.3,-11.5,-19.5,-7.9,-51.6,46.9,-56.8,20.0,12.7,-55.2,-97.2,-74.3
5113,JAMMU & KASHMIR,2003,Percentage departure,-74.0,133.7,30.3,25.4,63.0,-36.1,-25.3,2.3,45.1,-60.8,38.1,44.2
5116,JAMMU & KASHMIR,2004,Percentage departure,70.1,-38.2,-83.8,26.9,28.1,48.5,-35.2,-57.0,-53.3,115.5,-4.7,-25.2
5119,JAMMU & KASHMIR,2005,Percentage departure,186.0,252.8,44.6,-30.7,34.6,-35.1,141.9,-57.1,-42.5,-57.1,-10.7,-99.0
5122,JAMMU & KASHMIR,2006,Percentage departure,93.5,-19.3,-26.2,-63.3,-35.9,15.8,14.8,83.0,133.7,35.9,196.9,104.5
5125,JAMMU & KASHMIR,2007,Percentage departure,-88.1,2.1,97.7,-84.0,-4.0,124.4,-27.3,8.6,-62.0,-95.3,-100.0,-17.1
5128,JAMMU & KASHMIR,2008,Percentage departure,48.3,14.3,-92.4,4.3,-7.4,110.4,46.3,-8.4,-48.5,24.6,3.4,58.4
5131,JAMMU & KASHMIR,2009,Percentage departure,16.2,3.1,-51.5,21.2,-5.8,0.0,10.849999999999994,-46.7,-41.9,-76.0,-20.45,11.050000000000004
5134,JAMMU & KASHMIR,2010,Percentage departure,-70.1,24.3,-73.4,-31.8,87.8,5.1,-24.6,39.7,-25.2,-26.4,-44.3,-36.3
5137,JAMMU & KASHMIR,2011,Percentage departure,-58.1,85.0,-25.4,-4.9,-52.6,13.1,-55.2,-27.6,-17.2,-42.8,-47.3,-58.0
5140,JAMMU & KASHMIR,2012,Percentage departure,45.8,-16.2,-65.5,-7.5,-28.4,-49.2,-34.7,46.2,22.9,-53.9,-55.8,2.1
5143,JAMMU & KASHMIR,2013,Percentage departure,-49.5,19.3,-68.1,-49.4,-30.6,25.5,-31.3,20.9,-52.6,1.1,-45.0,-64.2
5146,JAMMU & KASHMIR,2014,Percentage departure,-26.7,-44.1,16.7,-18.7,-22.8,-60.5,-44.8,-25.7,317.6,-5.4,-42.4,-96.0
5149,JAMMU & KASHMIR,2015,Percentage departure,-73.1,63.7,160.2,85.0,-5.4,89.3,28.1,-28.7,49.9,156.2,55.9,-30.7
5155,JHARKHAND,1901,Percentage departure,418.7,171.2,-40.8,-4.2,-30.2,-63.6,-20.6,27.1,8.4,-53.4,-4.1,-100.0
5158,JHARKHAND,1902,Percentage departure,-76.4,-68.5,-29.6,48.5,24.4,-53.8,34.4,-37.3,34.0,-78.0,-51.1,-36.7
5161,JHARKHAND,1903,Percentage departure,40.6,-20.7,-43.1,70.8,17.4,-26.9,-39.3,-14.0,-16.9,162.8,-95.8,-100.0
5164,JHARKHAND,1904,Percentage departure,-85.8,-30.7,102.9,-52.7,141.6,58.7,45.6,2.9,-45.1,-61.8,-80.8,-91.2
5167,JHARKHAND,1905,Percentage departure,114.9,117.1,228.4,71.2,37.8,-78.7,23.9,-10.1,41.1,-73.3,-100.0,-47.2
5170,JHARKHAND,1906,Percentage departure,156.3,423.4,91.1,-91.1,-29.4,-12.2,4.8,-23.0,-19.0,21.1,-41.0,-78.7
5173,JHARKHAND,1907,Percentage departure,-88.7,141.7,304.8,37.1,-43.0,73.8,-32.1,43.7,-12.5,-97.9,-100.0,391.2
5176,JHARKHAND,1908,Percentage departure,-31.5,89.2,-74.5,-97.0,1.2,8.0,-3.8,12.6,-25.0,-68.1,-99.5,-98.1
5179,JHARKHAND,1909,Percentage departure,80.3,-59.0,-95.0,310.6,-43.5,61.4,-5.7,10.3,17.0,-70.8,-100.0,163.5
5182,JHARKHAND,1910,Percentage departure,15.9,-63.2,-87.0,26.9,-9.1,31.3,-20.8,2.4,6.9,5.4,-21.6,-93.5
5185,JHARKHAND,1911,Percentage departure,-95.9,-99.3,67.9,-59.7,-47.0,101.3,-51.6,25.6,32.6,25.8,229.9,-100.0
5188,JHARKHAND,1912,Percentage departure,-90.3,2.3,-18.9,54.8,-11.7,-35.7,6.6,6.4,-52.5,-57.1,325.9,-100.0
5191,JHARKHAND,1913,Percentage departure,-89.6,354.6,113.6,-94.9,62.1,93.0,-5.3,17.5,-28.2,-7.6,52.0,221.8
5194,JHARKHAND,1914,Percentage departure,-99.3,0.4,3.5,22.8,212.3,-36.4,4.5,3.2,-30.3,-79.1,-100.0,23.4
5197,JHARKHAND,1915,Percentage departure,-56.8,49.5,77.9,-44.2,22.0,-23.1,-20.3,-32.5,-6.2,-24.9,231.9,-98.1
5200,JHARKHAND,1916,Percentage departure,-100.0,-41.8,-98.7,-11.2,-53.0,45.7,-33.7,-7.2,1.1,216.8,14.9,-100.0
5203,JHARKHAND,1917,Percentage departure,-90.5,63.5,-8.7,-53.2,122.9,47.5,6.0,14.1,9.8,246.7,-90.1,-89.5
5206,JHARKHAND,1918,Percentage departure,-76.5,-90.4,-80.8,-19.3,63.3,66.5,-55.9,24.5,-23.2,-97.9,-100.0,-89.6
5209,JHARKHAND,1919,Percentage departure,476.0,-34.1,25.4,-1.3,41.2,88.8,-2.2,21.9,-5.7,9.4,-71.6,-97.4
5212,JHARKHAND,1920,Percentage departure,-100.0,-20.7,233.8,-54.1,-12.8,-43.8,94.6,-1.6,-19.3,-92.1,-100.0,-100.0
5215,JHARKHAND,1921,Percentage departure,107.5,-55.3,-92.3,8.4,-73.1,17.3,-4.1,19.8,-20.1,-71.5,-100.0,-100.0
5218,JHARKHAND,1922,Percentage departure,-54.0,-74.9,-100.0,-24.4,-59.5,56.9,19.3,12.0,9.2,-26.5,-23.3,-81.3
5221,JHARKHAND,1923,Percentage departure,-96.4,178.4,-71.5,-73.5,-44.4,-4.4,17.4,69.1,-45.8,-42.5,51.5,-87.8
5224,JHARKHAND,1924,Percentage departure,28.5,-32.5,-90.1,-36.4,-45.2,-23.6,27.3,-17.5,41.4,-6.0,757.3,-100.0
5227,JHARKHAND,1925,Percentage departure,-73.8,-75.0,-35.6,93.4,76.0,1.0,26.3,-3.9,-24.6,-20.5,-35.8,-90.9
5230,JHARKHAND,1926,Percentage departure,87.2,-86.2,406.3,-29.9,-13.6,-71.4,37.5,19.7,35.3,-44.3,-75.8,315.8
5233,JHARKHAND,1927,Percentage departure,56.0,303.1,68.5,-84.6,-13.3,-52.5,33.4,-4.6,-31.7,-35.7,31.4,-100.0
5236,JHARKHAND,1928,Percentage departure,187.8,-52.1,-84.1,37.5,0.0,61.1,16.9,-34.6,-42.5,129.4,-99.1,-13.5
5239,JHARKHAND,1929,Percentage departure,257.6,-38.1,-32.5,-40.6,-38.6,-42.7,59.7,26.2,-45.5,195.7,-100.0,937.6
5242,JHARKHAND,1930,Percentage departure,-95.1,-82.3,-59.1,-5.7,-65.7,-35.5,49.4,10.6,-2.7,-44.3,907.1,-13.5
5245,JHARKHAND,1931,Percentage departure,-60.8,376.3,-4.0,-88.6,-22.8,-44.0,5.2,8.7,-12.1,41.0,178.2,-84.5
5248,JHARKHAND,1932,Percentage departure,-100.0,33.8,-78.4,-22.0,-4.7,-50.4,10.3,-8.8,-3.4,-37.2,361.3,-81.4
5251,JHARKHAND,1933,Percentage departure,242.6,138.9,-52.4,92.5,95.5,12.1,8.1,21.6,-8.4,-6.8,-65.8,8.4
5254,JHARKHAND,1934,Percentage departure,34.4,-58.1,-90.5,-31.9,-71.8,-14.3,-4.4,4.5,0.7,-30.1,0.2,-22.8
5257,JHARKHAND,1935,Percentage departure,100.4,-11.6,-46.8,21.7,-86.1,-38.1,-12.8,33.3,-12.6,-98.0,-100.0,-90.7
5260,JHARKHAND,1936,Percentage departure,-11.0,-22.8,-28.3,-71.9,93.5,43.4,11.7,6.0,55.9,69.2,-5.2,98.9
5263,JHARKHAND,1937,Percentage departure,-99.8,292.5,-74.0,7.8,50.1,-4.3,7.1,-7.9,20.7,62.2,-96.7,-99.8
5266,JHARKHAND,1938,Percentage departure,62.4,47.2,-99.0,-95.6,112.4,3.3,-20.7,5.3,-12.4,-43.5,-84.0,-100.0
5269,JHARKHAND,1939,Percentage departure,-18.0,94.5,122.0,-20.0,-61.9,21.8,8.3,15.8,12.3,74.9,-91.4,-67.5
5272,JHARKHAND,1940,Percentage departure,-98.6,55.3,377.3,-18.8,-11.9,-36.6,0.1,18.5,-43.1,-48.5,48.04999999999998,385.6
5275,JHARKHAND,1941,Percentage departure,133.1,-82.7,-86.9,-63.5,8.8,47.9,5.3,11.8,-14.2,106.0,187.5,-99.0
5278,JHARKHAND,1942,Percentage departure,-50.9,150.1,6.3,62.4,-52.8,-27.8,42.2,32.6,55.6,-67.6,-52.1,-80.5
5281,JHARKHAND,1943,Percentage departure,327.4,-48.9,-96.4,82.0,-19.0,-34.5,33.2,49.3,7.0,0.2,-58.0,-100.0
5284,JHARKHAND,1944,Percentage departure,93.0,166.1,148.2,51.4,-61.2,-33.5,8.6,31.1,-34.9,40.7,-63.9,-94.9
5287,JHARKHAND,1945,Percentage departure,156.1,11.6,-97.7,33.2,-5.9,-13.4,-18.5,-10.3,21.1,80.9,-73.4,-76.0
5290,JHARKHAND,1946,Percentage departure,-100.0,-34.6,-10.9,256.7,75.1,38.8,-2.9,5.6,10.5,69.6,188.1,-97.3
5293,JHARKHAND,1947,Percentage departure,-32.2,-1.8,144.5,-85.5,-25.8,-26.1,-14.2,-7.3,10.7,32.9,-81.2,182.1
5296,JHARKHAND,1948,Percentage departure,49.3,-23.8,-5.8,-56.1,-2.2,-4.4,13.8,-2.7,-9.4,21.2,647.9,-96.6
5299,JHARKHAND,1949,Percentage departure,21.8,-34.2,-17.4,199.0,124.4,-3.7,7.3,17.8,-6.1,-17.5,-100.0,-80.1
5302,JHARKHAND,1950,Percentage departure,-94.4,-39.5,67.2,-90.1,-24.3,63.7,14.8,19.3,-24.4,-73.6,-1.1,-26.1
5305,JHARKHAND,1951,Percentage departure,-71.3,-98.4,160.6,26.2,-47.8,-8.8,-23.6,-18.3,-18.7,-13.4,-24.9,-49.05
5308,JHARKHAND,1952,Percentage departure,-78.2,-56.3,29.0,87.3,20.7,8.3,5.4,8.9,3.9,12.2,-88.1,-72.0
5311,JHARKHAND,1953,Percentage departure,97.5,-55.2,-96.0,-61.3,-40.8,9.5,29.7,27.4,37.4,-70.7,60.3,-99.5
5314,JHARKHAND,1954,Percentage departure,-30.8,-65.8,-76.8,-81.7,-38.1,-17.3,-19.8,-18.2,12.6,-55.9,-95.1,39.0
5317,JHARKHAND,1955,Percentage departure,144.2,-60.3,-68.7,-73.7,-50.3,-29.2,2.3,-26.4,-32.1,21.3,23.1,-98.4
5320,JHARKHAND,1956,Percentage departure,-22.4,4.8,167.9,-69.8,63.4,33.3,-11.1,5.5,36.7,76.3,19.0,56.2
5323,JHARKHAND,1957,Percentage departure,215.2,0.7,62.8,-87.4,-86.4,-15.9,47.0,-10.3,23.7,-77.2,-100.0,-97.0
5326,JHARKHAND,1958,Percentage departure,-35.8,62.3,6.4,29.0,-74.7,-51.9,-0.9,-19.4,16.8,39.2,-94.3,-100.0
5329,JHARKHAND,1959,Percentage departure,188.6,-77.3,-72.5,-9.1,17.4,-3.1,-2.0,-6.4,59.0,241.3,-99.7,-100.0
5332,JHARKHAND,1960,Percentage departure,-63.3,-98.1,56.3,-90.2,-33.1,-40.6,-8.6,32.4,20.0,-43.9,-94.9,-100.0
5335,JHARKHAND,1961,Percentage departure,-50.0,243.4,-94.8,-75.9,-37.5,53.5,-12.7,9.6,38.6,94.3,-86.9,-9.6
5338,JHARKHAND,1962,Percentage departure,-53.9,-39.0,-77.2,61.9,-44.8,-14.0,-25.9,-18.7,-6.7,-30.2,-99.6,76.8
5341,JHARKHAND,1963,Percentage departure,-84.1,-68.2,-47.4,21.4,40.8,-11.8,-11.1,-23.8,5.4,186.1,-6.7,-95.3
5344,JHARKHAND,1964,Percentage departure,-87.7,-50.5,-74.8,-1.6,11.9,3.0,-9.7,-19.8,-6.3,-10.6,-67.7,-100.0
5347,JHARKHAND,1965,Percentage departure,-95.5,-64.7,41.9,63.1,-69.1,-41.9,4.5,-33.9,-9.9,-51.0,-97.8,-81.5
5350,JHARKHAND,1966,Percentage departure,38.2,-84.5,-98.9,-45.5,-54.0,19.9,-48.7,-19.4,-61.6,-55.2,32.2,59.4
5353,JHARKHAND,1967,Percentage departure,-51.7,-95.9,112.6,26.2,-9.2,-63.1,-16.4,38.0,17.3,-75.3,-90.7,143.7
5356,JHARKHAND,1968,Percentage departure,92.7,-61.6,-70.7,-75.7,-54.1,40.1,3.6,28.7,-57.5,-10.9,-95.6,-25.9
5359,JHARKHAND,1969,Percentage departure,-65.2,-83.7,-73.6,80.9,79.2,-33.1,-11.9,3.3,-8.5,-68.6,73.6,-97.6
5362,JHARKHAND,1970,Percentage departure,35.9,-32.2,49.4,-56.4,-38.2,-6.2,-11.6,-22.6,66.4,-16.2,-87.5,-97.75
5365,JHARKHAND,1971,Percentage departure,142.9,-1.2,-88.7,397.7,73.8,39.9,48.3,61.0,3.8,30.1,-44.5,-97.9
5368,JHARKHAND,1972,Percentage departure,-51.6,89.4,-98.9,-52.8,-93.3,-61.0,-26.8,7.9,-23.5,-32.0,79.4,-92.4
5371,JHARKHAND,1973,Percentage departure,-40.9,-38.1,27.2,-63.1,17.4,-5.3,-33.9,-9.8,59.6,206.6,14.0,-88.0
5374,JHARKHAND,1974,Percentage departure,-85.7,-97.9,29.4,-82.8,7.9,-66.6,-1.3,1.5,2.7,-4.1,-97.7,-79.6
5377,JHARKHAND,1975,Percentage departure,-3.7,-45.5,38.3,-47.6,-37.4,-37.8,40.8,3.8,-2.0,28.3,-99.3,-55.599999999999994
5380,JHARKHAND,1976,Percentage departure,1.9500000000000002,-5.8,-61.9,31.4,21.2,-45.0,-12.3,-19.5,72.4,-88.3,-73.2,-31.6
5383,JHARKHAND,1977,Percentage departure,7.6,-67.0,-79.8,149.3,113.4,44.5,35.1,-3.2,-19.2,-37.1,126.9,330.3
5386,JHARKHAND,1978,Percentage departure,-41.4,107.4,141.4,47.9,-29.7,45.8,-25.5,4.4,64.5,43.0,-41.8,136.4
5389,JHARKHAND,1979,Percentage departure,25.6,57.5,-67.6,1.3,-87.3,-33.7,-15.7,-46.5,-41.3,-54.9,55.3,117.9
5392,JHARKHAND,1980,Percentage departure,-23.6,-39.5,97.5,9.5,-16.7,40.7,3.4,-13.9,1.4,-7.7,-100.0,-53.7
5395,JHARKHAND,1981,Percentage departure,127.9,36.4,7.3,113.1,97.6,-26.3,4.7,-30.7,-17.2,-92.3,-74.5,164.0
5398,JHARKHAND,1982,Percentage departure,-52.9,-3.9,311.7,60.9,-30.6,-5.5,-46.7,9.8,-48.4,-34.0,30.4,-64.4
5401,JHARKHAND,1983,Percentage departure,-75.8,34.6,-47.3,131.2,73.4,-32.2,-17.5,-26.4,34.9,38.5,-98.6,189.9
5404,JHARKHAND,1984,Percentage departure,87.0,6.6,-91.6,-26.5,-35.5,146.5,3.3,18.5,-31.9,-37.2,-99.2,-97.4
5407,JHARKHAND,1985,Percentage departure,7.0,-62.8,-91.4,-53.9,0.2,-32.6,-0.4,-4.3,-5.4,92.3,-95.9,-82.2
5410,JHARKHAND,1986,Percentage departure,-61.1,-13.8,-79.6,30.3,55.7,30.0,3.8,-34.8,-17.6,60.4,159.0,648.7
5413,JHARKHAND,1987,Percentage departure,-67.1,-59.0,-42.0,58.0,-6.5,-52.2,21.1,13.6,30.7,-75.3,161.2,7.5
5416,JHARKHAND,1988,Percentage departure,-82.6,51.2,124.8,23.5,-50.8,56.0,-19.4,-15.5,-44.2,-51.6,-78.0,-69.1
5419,JHARKHAND,1989,Percentage departure,-89.2,-98.7,-85.2,-99.6,38.3,26.4,-15.8,-20.7,-4.3,-50.5,-28.3,289.5
5422,JHARKHAND,1990,Percentage departure,-95.8,95.3,18.4,-20.0,88.6,1.4,26.9,-29.4,-1.3,60.3,17.7,-94.2
5425,JHARKHAND,1991,Percentage departure,7.9,-67.4,65.4,-41.7,-29.8,-12.0,-25.5,17.5,19.7,-63.3,-84.2,576.1
5428,JHARKHAND,1992,Percentage departure,-87.2,-75.3,-96.8,-54.1,7.7,-33.3,-12.8,-18.8,-35.1,-71.9,-87.1,-94.6
5431,JHARKHAND,1993,Percentage departure,-90.7,-91.8,-14.5,66.7,5.1,4.4,-36.8,-24.7,62.7,-37.9,35.1,-100.0
5434,JHARKHAND,1994,Percentage departure,-1.0,-2.9,-96.9,4.2,-39.2,101.1,33.1,10.4,-28.9,48.7,-77.2,-97.3
5437,JHARKHAND,1995,Percentage departure,-23.2,-60.3,19.3,-77.8,-37.0,-31.0,-7.9,-7.7,73.0,-53.1,604.0,297.1
5440,JHARKHAND,1996,Percentage departure,-4.1,-0.8,-73.7,-58.5,-61.5,55.6,-19.2,17.6,-41.6,-70.1,-99.2,-99.0
5443,JHARKHAND,1997,Percentage departure,-46.9,-84.7,-92.0,53.2,-47.5,18.4,18.0,32.1,-12.8,-32.1,224.0,623.1
5446,JHARKHAND,1998,Percentage departure,327.2,-16.1,188.3,75.8,-5.3,-43.5,-10.9,-19.4,26.1,65.6,118.8,-86.3
5449,JHARKHAND,1999,Percentage departure,-96.9,-99.6,-99.3,-92.4,98.4,23.5,22.6,14.2,38.0,75.9,-72.2,-95.9
5452,JHARKHAND,2000,Percentage departure,-79.9,-13.8,-66.2,2.3,40.8,-4.8,5.6,-53.2,55.9,-76.1,-96.3,-96.6
5455,JHARKHAND,2001,Percentage departure,-89.5,-83.8,59.8,-26.9,19.5,66.9,4.5,-32.9,-42.0,44.5,-98.7,-100.0
5458,JHARKHAND,2002,Percentage departure,-49.5,-78.1,-43.0,-40.1,-19.5,-5.0,-45.0,-15.1,10.7,-31.2,-88.8,-84.5
5461,JHARKHAND,2003,Percentage departure,-81.4,24.4,79.2,-6.8,-55.2,-21.7,-27.1,-25.0,-2.1,219.7,-48.2,45.4
5464,JHARKHAND,2004,Percentage departure,-69.5,-89.0,-83.3,113.6,-35.3,-5.2,-40.9,0.1,-7.6,60.3,-99.4,-69.0
5467,JHARKHAND,2005,Percentage departure,23.7,-28.6,-5.9,-50.2,-51.0,-19.2,-21.5,-34.3,-38.2,3.9,-88.8,20.9
5470,JHARKHAND,2006,Percentage departure,-98.2,-99.2,19.6,-18.1,123.4,1.9,31.8,3.2,30.5,-69.2,-38.3,-39.550000000000004
5473,JHARKHAND,2007,Percentage departure,-90.4,97.2,35.6,16.1,20.8,-35.5,26.8,8.2,41.9,-50.4,-36.8,-100.0
5476,JHARKHAND,2008,Percentage departure,8.3,-85.5,-67.0,-44.4,-10.8,88.3,11.4,-5.0,-33.2,-57.4,-91.7,-100.0
5479,JHARKHAND,2009,Percentage departure,-89.8,-96.8,-89.6,-96.0,62.5,-67.8,-21.4,-24.1,8.7,2.8,-67.1,-91.1
5482,JHARKHAND,2010,Percentage departure,-99.1,-90.4,-95.2,-67.1,-39.3,-52.4,-49.8,-52.5,-29.9,-31.1,-60.7,295.0
5485,JHARKHAND,2011,Percentage departure,-81.4,-89.9,-65.8,32.2,14.4,79.4,-46.4,23.4,41.8,-70.8,-100.0,-98.7
5488,JHARKHAND,2012,Percentage departure,93.8,-57.9,-92.2,-49.8,-86.3,-37.8,-15.4,-13.6,-4.9,-52.7,304.3,49.9
5491,JHARKHAND,2013,Percentage departure,-93.9,-27.1,-91.4,16.3,76.9,-6.7,-37.8,-14.9,-24.1,251.7,-100.0,-100.0
5494,JHARKHAND,2014,Percentage departure,-44.5,93.3,22.2,-90.0,104.4,-28.2,-5.3,-11.0,-22.1,-43.8,-100.0,-77.1
5497,JHARKHAND,2015,Percentage departure,-31.7,-89.5,15.3,188.9,-46.9,-5.8,26.6,-26.3,-62.8,-71.6,-98.2,-45.9
5503,KERALA,1901,Percentage departure,130.6,194.4,39.5,46.4,-25.1,26.0,5.1,-14.8,-18.6,-9.6,113.8,21.3
5506,KERALA,1902,Percentage departure,-46.3,-83.0,55.0,-23.2,-42.3,-40.2,70.4,-24.8,102.5,21.4,-3.5,204.3
5509,KERALA,1903,Percentage departure,-74.6,22.3,-91.7,-23.5,7.1,-14.6,44.6,0.1,40.8,19.9,-4.3,47.8
5512,KERALA,1904,Percentage departure,90.6,-80.2,-12.9,-34.6,1.1,67.9,2.6,-16.2,-8.3,11.1,-79.3,-91.8
5515,KERALA,1905,Percentage departure,-90.7,46.8,-74.7,-3.1,12.9,30.0,-26.4,-30.1,-10.5,29.9,-54.7,-99.5
5518,KERALA,1906,Percentage departure,114.7,-51.3,-73.4,-45.7,-31.0,-36.6,34.9,5.5,-46.0,-14.8,-0.6,115.4
5521,KERALA,1907,Percentage departure,51.4,-68.1,50.6,56.3,-56.5,17.8,7.5,133.8,-7.3,4.9,33.5,32.3
5524,KERALA,1908,Percentage departure,-35.9,37.3,3.2,-5.8,-38.8,-9.4,27.6,-15.9,-27.5,-14.2,-70.8,-72.5
5527,KERALA,1909,Percentage departure,334.6,-21.9,65.7,-14.2,103.0,7.7,10.6,-38.5,-19.5,-28.2,4.3,-19.0
5530,KERALA,1910,Percentage departure,-78.4,69.6,-37.1,14.0,-36.2,3.9,-31.5,12.9,2.4,20.7,70.9,-99.8
5533,KERALA,1911,Percentage departure,-76.1,-71.7,-50.7,-53.4,-22.6,51.3,-0.3,-57.5,-75.2,2.4,-11.2,119.4
5536,KERALA,1912,Percentage departure,-84.3,-1.4,-69.7,12.2,-6.8,44.9,17.9,27.3,-43.6,59.0,-15.5,-44.9
5539,KERALA,1913,Percentage departure,-74.9,-65.9,-44.0,-30.8,-14.7,-17.2,7.9,-41.1,-27.1,43.1,-33.0,14.7
5542,KERALA,1914,Percentage departure,-94.1,-55.0,-51.1,-70.1,-29.6,-13.6,21.3,-4.2,-0.7,26.8,-38.5,238.6
5545,KERALA,1915,Percentage departure,36.1,54.7,15.4,-3.0,-33.7,6.4,9.7,-28.8,63.4,-33.4,84.3,-62.7
5548,KERALA,1916,Percentage departure,-20.199999999999996,-48.7,-40.6,-24.6,-14.6,40.6,-27.3,-5.5,39.8,8.6,-18.1,-77.7
5551,KERALA,1917,Percentage departure,-76.5,213.7,114.5,-65.1,-47.3,7.6,-51.5,-20.2,93.7,-10.6,56.3,4.2
5554,KERALA,1918,Percentage departure,244.6,-66.7,-11.4,-53.1,193.0,-29.0,-76.3,-10.4,-60.3,-21.0,80.0,35.4
5557,KERALA,1919,Percentage departure,245.8,-59.6,-8.5,-39.7,6.0,-2.7,-8.4,15.4,5.4,-15.6,70.7,32.8
5560,KERALA,1920,Percentage departure,182.4,-63.9,-35.0,57.4,-62.4,47.4,33.0,-44.0,-26.7,18.6,84.2,-79.5
5563,KERALA,1921,Percentage departure,245.9,-68.9,-59.5,56.8,-55.4,-25.2,-9.5,52.9,-35.5,2.4,-17.0,-60.5
5566,KERALA,1922,Percentage departure,145.3,40.8,-56.1,-18.0,25.9,1.4,44.9,-23.6,-8.4,-9.8,79.0,-37.2
5569,KERALA,1923,Percentage departure,98.4,-95.7,113.2,-60.2,-65.7,10.4,42.6,124.6,4.7,-31.2,-48.9,4.2
5572,KERALA,1924,Percentage departure,55.1,-80.8,80.0,1.6,-20.5,54.6,115.8,48.6,19.1,-40.2,-0.7,26.4
5575,KERALA,1925,Percentage departure,-67.3,8.6,107.8,-14.6,10.8,5.3,-16.1,32.0,-34.6,0.0,36.3,147.4
5578,KERALA,1926,Percentage departure,129.7,-61.6,-37.5,-48.9,-4.5,-13.8,25.2,27.7,32.9,-26.6,-45.9,-59.3
